ClassName	CodeNumb
UPSTREAM	0
INTRONIC	1
DOWNSTREAM	2
INTERGENIC	3
REGULATORY	4
SYNONYMOUS	5
NONCODING_CHANGE	6
NON_SYNONYMOUS	7
3PRIME_UTR	8
5PRIME_UTR	9
SPLICE_SITE	10
CANONICAL_SPLICE	11
STOP_GAINED	12
STOP_LOST	13
