ClassName	CodeNumb
GTF2E2	13067
GTF2E2;SMIM18	13068
GSR	13069
UBXN8	13070
PPP2CB	13071
TEX15	13072
PURG	13073
WRN	13074
KCTD9P6	13075
RNA5SP261	13076
NRG1	13077
NRG1;RNA5SP263	13078
MTND1P6	13079
MTND2P32	13080
RANP9	13081
FUT10	13082
TTI2	13083
TTI2;MAK16	13084
SNORD13	13085
RPL10P18	13086
RNF122	13087
RN7SL621P	13088
DUSP26	13089
BUD31P1	13090
RN7SL457P	13091
VENTXP5	13092
RPL6P22	13093
RPL10AP3	13094
LINC01288	13095
UNC5D	13096
MTCYBP19	13097
MTND6P19	13098
MTND5P41	13099
RPL23P10	13100
RNA5SP264	13101
KCNU1	13102
SMARCE1P4	13103
LINC01605	13104
ZNF703	13105
ERLIN2	13106
PLPBP	13107
ADGRA2	13108
ADGRA2;BRF2	13109
BRF2	13110
RAB11FIP1	13111
RN7SL709P	13112
GOT1L1	13113
ADRB3	13114
RPL12P48	13115
EIF4EBP1	13116
ASH2L	13117
ASH2L;STAR	13118
STAR	13119
LSM1	13120
BAG4	13121
DDHD2	13122
DDHD2;PLPP5	13123
DDHD2;NSD3	13124
NSD3	13125
LETM2	13126
LETM2;FGFR1	13127
FGFR1	13128
C8orf86	13129
RNF5P1	13130
TACC1	13131
PLEKHA2	13132
HTRA4	13133
TM2D2	13134
ADAM9	13135
ADAM32	13136
ADAM5	13137
ADAM3A	13138
ADAM18	13139
ADAM2	13140
RPL7AP80	13141
IDO1	13142
IDO2	13143
LINC02866	13144
TCIM	13145
SIRLNT	13146
ZMAT4	13147
SFRP1	13148
SNORD65B	13149
GOLGA7	13150
KRT18P37	13151
GINS4	13152
GPAT4	13153
ANK1	13154
KAT6A	13155
AP3M2	13156
PLAT	13157
IKBKB	13158
POLB	13159
DKK4	13160
VDAC3	13161
SLC20A2	13162
SMIM19	13163
CHRNB3	13164
CHRNA6	13165
THAP1	13166
RNF170	13167
HOOK3	13168
FNTA	13169
POMK	13170
HGSNAT	13171
VN1R46P	13172
AFG3L2P1	13173
POTEA	13174
SNX18P27	13175
CYP4F44P	13176
LINC00293;MTND6P20	13177
LINC00293	13178
MAPK6P4	13179
RN7SKP32	13180
RPL10AP2	13181
NDUFA5P12	13182
ATP6V1G1P2	13183
SPIDR	13184
CEBPD	13185
PRKDC	13186
MCM4	13187
UBE2V2	13188
IDI1P2	13189
RNA5SP531	13190
RPL29P19	13191
LINC02947	13192
LINC02599	13193
LINC02847	13194
CLXN	13195
SNAI2	13196
PPDPFL	13197
RN7SKP294	13198
RFPL4AP7	13199
PSAT1P1	13200
SNTG1	13201
PXDNL	13202
PCMTD1	13203
ST18	13204
ST18;RPL34P17	13205
ALKAL1	13206
RB1CC1	13207
NPBWR1	13208
OPRK1	13209
LINC02984	13210
MAPK6P1	13211
ATP6V1H	13212
RGS20	13213
TCEA1	13214
LYPLA1	13215
MRPL15	13216
RNU6ATAC32P	13217
RNU105C	13218
RN7SL250P	13219
SOX17	13220
TRMT112P7	13221
RP1	13222
RP1;SEC11B	13223
XKR4	13224
XKR4;SBF1P1	13225
TMEM68	13226
TGS1	13227
LYN	13228
LYN;RN7SL798P	13229
RN7SL323P	13230
RPS20	13231
CERNA3	13232
NPM1P21	13233
MOS	13234
PLAG1	13235
CHCHD7	13236
SDR16C5	13237
SDR16C6P	13238
PENK	13239
SEPTIN10P1	13240
LINC00968	13241
RPL37P6	13242
BPNT2	13243
RNA5SP266	13244
LINC01606	13245
LINC00588	13246
RPL30P10	13247
LINC03018	13248
LINC01602	13249
FAM110B	13250
UBXN2B	13251
CYP7A1	13252
PPIAP85	13253
SDCBP	13254
NSMAF	13255
TOX	13256
RNA5SP267	13257
SLC2A13P1	13258
CA8	13259
LINC01301	13260
LINC01301;PDCL3P1	13261
RAB2A	13262
CHD7	13263
IFITM3P8	13264
NASPP1	13265
CLVS1	13266
CLVS1;NPM1P6	13267
CLVS1;ASPH	13268
ASPH	13269
ASPH;KRT8P3	13270
MIR4470	13271
LINC02842	13272
LINC02842;LINC02155	13273
NARS1P2	13274
NKAIN3	13275
NKAIN3;XRCC6P4	13276
GGH	13277
TTPA	13278
TARDBPP4	13279
YTHDF3	13280
RN7SL135P	13281
IFITM8P	13282
RN7SKP135	13283
LINC01414	13284
LINC01414;LINC01289	13285
BHLHE22	13286
CYP7B1	13287
RPL31P41	13288
LINC00251	13289
PPIAP86	13290
LINC01299	13291
ARMC1	13292
MTFR1	13293
MTFR1;PDE7A	13294
PDE7A	13295
DNAJC5B	13296
TRIM55	13297
CRH	13298
LINC00967	13299
RRS1	13300
ADHFE1	13301
VXN	13302
MYBL1	13303
VCPIP1	13304
C8orf44	13305
SGK3	13306
MCMDC2	13307
MCMDC2;SNHG6	13308
SNHG6	13309
TCF24	13310
PPP1R42	13311
PPP1R42;COPS5	13312
COPS5;CSPP1	13313
CSPP1	13314
CSPP1;ARFGEF1	13315
ARFGEF1	13316
CPA6	13317
NDUFS5P6	13318
PREX2	13319
RPL31P40	13320
C8orf34	13321
C8orf34;RNA5SP269	13322
LINC01592	13323
LINC01603	13324
SULF1	13325
SLCO5A1	13326
RN7SL675P	13327
RNA5SP270	13328
SDCBPP2	13329
SUMO2P20	13330
PRDM14	13331
H2AZP2	13332
NCOA2	13333
LINC03020	13334
TRAM1	13335
LACTB2	13336
XKR9	13337
EYA1	13338
MSC	13339
RPS20P20	13340
TRPA1	13341
RNA5SP271	13342
KCNB2	13343
TERF1	13344
SBSPON	13345
C8orf89	13346
PRXL2AP2	13347
RPL7	13348
RDH10	13349
STAU2	13350
UBE2W	13351
GYG1P1	13352
ELOC	13353
TMEM70	13354
DSTNP3	13355
LY96	13356
RPS3AP32	13357
JPH1	13358
GDAP1	13359
MIR5681A	13360
MIR2052HG	13361
MIR2052HG;PCBP2P2	13362
PI15	13363
CRISPLD1	13364
CASC9	13365
CASC9;LINC02886	13366
PKMP4	13367
HNF4G	13368
LINC01109	13369
LINC01109;LINC01111	13370
LINC01111	13371
MRPL9P1	13372
ZFHX4	13373
MIR3149	13374
PEX2	13375
HIGD1AP18	13376
PKIA	13377
ZC2HC1A	13378
ZC2HC1A;IL7	13379
IL7	13380
IL7;THAP12P7	13381
LINC02605	13382
RPL3P9	13383
STMN2	13384
HEY1	13385
LINC01607	13386
MRPS28	13387
TPD52	13388
MIR5708	13389
ZBTB10	13390
LINC02986	13391
RPSAP47	13392
SLC25A51P3	13393
RN7SL107P	13394
ZNF704	13395
ZNF704;HMGB1P41	13396
PAG1	13397
UBE2HP1	13398
LNMICC	13399
LNMICC;FABP5	13400
FABP5	13401
PMP2	13402
FABP9	13403
FABP4	13404
FTH1P11	13405
FABP12	13406
IMPA1P1	13407
IMPA1P1;NIPA2P4	13408
SLC10A5P1	13409
IMPA1	13410
SLC10A5	13411
ZFAND1	13412
ZFAND1;CHMP4C	13413
CHMP4C	13414
SNX16	13415
SNX16;HNRNPA1P36	13416
SNX16;LINC02235	13417
LINC02235	13418
LINC02839	13419
HNRNPA1P4	13420
LINC01419	13421
TPM3P3	13422
RALYL	13423
ACTBP6	13424
JCHAINP1	13425
LRRCC1	13426
E2F5	13427
E2F5;RBIS	13428
RBIS	13429
CA13	13430
CA1	13431
CA3	13432
CA2	13433
REXO1L8P	13434
REXO1L3P	13435
REXO1L3P;REXO1L1P	13436
REXO1L1P	13437
REXO1L12P	13438
REXO1L11P	13439
REXO1L10P	13440
REXO1L9P	13441
REXO1L2P	13442
REXO1L4P	13443
REXO1L5P	13444
REXO1L6P	13445
LINC02849	13446
ATP6V0D2	13447
ATP6V0D2;PSKH2	13448
SLC7A13	13449
WWP1	13450
WWP1;RMDN1	13451
RMDN1	13452
RMDN1;SLC2A3P4	13453
CPNE3	13454
CPNE3;CNGB3	13455
CNGB3	13456
CNBD1	13457
CNBD1;VTA1P2	13458
CNBD1;IARS2P1	13459
SOX5P1	13460
DCAF4L2	13461
MMP16	13462
RNA5SP272	13463
RPSAP74	13464
KRT8P4	13465
RIPK2	13466
COX6B1P6	13467
OSGIN2	13468
OSGIN2;NBN	13469
NBN	13470
DECR1	13471
CALB1	13472
LINC00534	13473
LINC00534;LINC01030	13474
LINC00534;TMEM64	13475
TMEM64	13476
NECAB1	13477
C8orf88	13478
PIP4P2	13479
OTUD6B	13480
LRRC69	13481
LRRC69;CPP	13482
LRRC69;SLC26A7	13483
SLC26A7	13484
RN7SKP231	13485
PRR13P7	13486
MRPS16P1	13487
RUNX1T1	13488
FLJ46284	13489
TRIQK	13490
MIR8084	13491
LINC02906	13492
RNA5SP274	13493
ZNF317P1	13494
CIBAR1	13495
RBM12B	13496
TMEM67	13497
MYL12AP1	13498
PDP1	13499
PSMA2P2	13500
RPL34P18	13501
CDH17	13502
CDH17;RPL6P23	13503
GEM	13504
RPS4XP10	13505
RAD54B	13506
RAD54B;FSBP	13507
VIRMA	13508
LINC02894	13509
ESRP1	13510
DPY19L4	13511
INTS8	13512
INTS8;CCNE2	13513
CCNE2	13514
NDUFAF6	13515
NDUFAF6;TP53INP1	13516
NDUFAF6;MIR3150BHG	13517
PLEKHF2	13518
LINC01298	13519
CFAP418	13520
SRSF3P2	13521
GAPDHP30	13522
GDF6	13523
UQCRB	13524
MTERF3	13525
PTDSS1	13526
SDC2	13527
CPQ	13528
TSPYL5	13529
SNORD3H	13530
MTDH	13531
LAPTM4B	13532
SUMO2P18	13533
MATN2	13534
MATN2;RPL30	13535
RPL30	13536
ERICH5	13537
RIDA	13538
POP1	13539
NIPAL2	13540
STK3	13541
STK3;KCNS2	13542
OSR2	13543
VPS13B	13544
VPS13B;COX6C	13545
COX6C	13546
RGS22	13547
FBXO43	13548
POLR2K	13549
SPAG1	13550
SPAG1;UFM1P3	13551
RNF19A	13552
MIR4471	13553
ANKRD46	13554
ANKRD46;GAPDHP62	13555
SNX31	13556
PABPC1	13557
RNU6ATAC41P	13558
RPS20P23	13559
RPS26P6	13560
YWHAZ	13561
RN7SL685P	13562
FLJ42969	13563
RN7SKP249	13564
ZNNT1	13565
ZNF706	13566
LINC02844	13567
NACA4P	13568
LINC02845	13569
RN7SL563P	13570
GRHL2	13571
NCALD	13572
MIR5680	13573
RRM2B	13574
SUMO2P19	13575
UBR5	13576
RNU6ATAC8P	13577
HSPE1P14	13578
RPS12P15	13579
ODF1	13580
POU5F1P2	13581
KLF10	13582
ADI1P2	13583
GASAL1	13584
AZIN1	13585
AZIN1;MAILR	13586
MAILR	13587
NPM1P52	13588
ATP6V1C1	13589
MTND1P5	13590
MTCO1P4	13591
MTCO2P4	13592
LINC01181	13593
BAALC	13594
FZD6	13595
CTHRC1	13596
LINC02933	13597
SLC25A32	13598
DCAF13	13599
RIMS2	13600
RIMS2;PTMAP15	13601
DPYS	13602
DPYS;DCSTAMP	13603
MIR548A3	13604
LRP12	13605
ZFPM2	13606
SLC16A14P1	13607
OXR1	13608
ABRA	13609
HMGB1P46	13610
ANGPT1	13611
PGAM1P13	13612
RNA5SP275	13613
RSPO2	13614
AURKBP1	13615
EIF3E	13616
EMC2	13617
TMEM74	13618
TRHR	13619
NUDCD1	13620
ENY2	13621
PKHD1L1	13622
PKHD1L1;MAPK6P5	13623
EBAG9	13624
SYBU	13625
U2;U2	13626
KCNV1	13627
RPSAP48	13628
NDUFB9P3	13629
LINC01608	13630
LINC01609	13631
LINC01609;EEF1A1P37	13632
LINC02237	13633
CSMD3	13634
CARS1P2	13635
TRPS1	13636
LINC00536	13637
EIF3H	13638
UTP23	13639
UTP23;RAD21	13640
RAD21	13641
MIR3610	13642
AARD	13643
SLC30A8	13644
SLC30A8;RN7SL826P	13645
MED30	13646
EXT1	13647
SAMD12	13648
RPS26P35	13649
TNFRSF11B	13650
COLEC10	13651
MAL2;MAL2	13652
MIR548AZ	13653
CCN3	13654
ENPP2	13655
RN7SKP153	13656
TAF2	13657
DSCC1	13658
RN7SL396P	13659
DEPTOR	13660
COL14A1	13661
MRPL13	13662
MTBP	13663
MTBP;SNTB1	13664
SNTB1	13665
SNTB1;NCAPGP1	13666
RPL35AP19	13667
HAS2	13668
LINC02855	13669
MRPS36P3	13670
SMILR	13671
LINC01151	13672
CDK5P1	13673
ZHX2	13674
DERL1	13675
TBC1D31	13676
TBC1D31;HMGB1P19	13677
FAM83A	13678
MIR4663	13679
C8orf76	13680
ZHX1	13681
ATAD2	13682
ATAD2;IMPDH1P6	13683
NTAQ1	13684
FBXO32	13685
RN7SKP155	13686
KLHL38	13687
ANXA13	13688
FAM91A1	13689
FER1L6	13690
ARF1P3	13691
TMEM65	13692
TRMT12	13693
RNF139	13694
TATDN1	13695
NDUFB9	13696
NDUFB9;MTSS1	13697
MTSS1	13698
MIR4662B	13699
LINC00964	13700
ZNF572	13701
SQLE	13702
WASHC5	13703
NSMCE2	13704
TRIB1	13705
LINC02964	13706
LINC02964;LINC00861	13707
LINC00861	13708
LINC00861;RFPL4AP5	13709
LRATD2	13710
PCAT1	13711
PCAT1;CASC19	13712
PCAT1;CASC19;PRNCR1	13713
PCAT1;CASC8	13714
PCAT1;CASC8;POU5F1B	13715
PCAT1;CASC8;POU5F1B;CCAT2	13716
CASC8;POU5F1B	13717
CASC8	13718
CASC11	13719
CASC11;MYC	13720
MYC	13721
PVT1	13722
PVT1;LINC02912	13723
PVT1;MIR1206	13724
RN7SKP226	13725
LINC00824	13726
CCDC26	13727
MTRF1LP2	13728
GSDMC	13729
CYRIB	13730
ASAP1	13731
ADCY8	13732
EFR3A	13733
OC90	13734
HHLA1	13735
KCNQ3	13736
HPYR1	13737
DNAAF11	13738
TMEM71	13739
PHF20L1	13740
TG	13741
TG;SLA	13742
TG;SLA;PTCSC1	13743
CCN4	13744
NDRG1	13745
RPL32P20	13746
ST13P6	13747
ST3GAL1	13748
LINC03024	13749
MTND2P7	13750
MTCO1P49	13751
ZFAT	13752
MIR30DHG	13753
MIR30B	13754
MIR30D	13755
NCRNA00250	13756
RPL23AP56	13757
LINC01591	13758
KHDRBS3	13759
KHDRBS3;MAPRE1P1	13760
LINC02055	13761
ZYXP1	13762
FAM135B	13763
COL22A1	13764
KCNK9	13765
TRAPPC9	13766
TRAPPC9;C8orf17	13767
TRAPPC9;PEG13	13768
CHRAC1	13769
AGO2	13770
ERICD	13771
PTK2	13772
DENND3	13773
SLC45A4	13774
LINC01300	13775
GPR20	13776
PTP4A3	13777
MROH5	13778
MROH5;HNRNPA1P38	13779
LINC00051	13780
TSNARE1	13781
TSNARE1;RN7SL260P	13782
ADGRB1	13783
MROH4P	13784
ARC	13785
JRK	13786
JRK;PSCA	13787
PSCA	13788
LY6K	13789
LY6K;LNCOC1	13790
LNCOC1	13791
THEM6	13792
SLURP1	13793
LYPD2	13794
GML	13795
GML;CYP11B1	13796
GML;CYP11B2	13797
CYP11B2	13798
CDC42P3	13799
LY6E	13800
LINC02904	13801
LY6L	13802
LY6H	13803
GPIHBP1	13804
ZFP41	13805
GLI4	13806
MINCR	13807
ZNF696	13808
TOP1MT	13809
RHPN1	13810
LINC02990	13811
MAFA	13812
ZC3H3	13813
RN7SKP175	13814
GSDMD	13815
MROH6	13816
NAPRT	13817
EEF1D	13818
EEF1D;TIGD5	13819
TIGD5	13820
PYCR3	13821
GFUS	13822
ZNF623	13823
ZNF707	13824
ZNF707;CCDC166	13825
MAPK15	13826
FAM83H	13827
FAM83H;IQANK1	13828
IQANK1	13829
SCRIB	13830
PUF60	13831
NRBP2	13832
EPPK1	13833
PLEC	13834
PARP10	13835
PARP10;SPATC1	13836
SPATC1	13837
SMPD5	13838
OPLAH	13839
EXOSC4	13840
GPAA1	13841
CYC1	13842
SHARPIN	13843
SHARPIN;MAF1	13844
WDR97	13845
HGH1	13846
TSSK5P	13847
MROH1	13848
BOP1	13849
BOP1;SCX	13850
HSF1	13851
DGAT1	13852
SCRT1	13853
SCRT1;SLC52A2	13854
SLC52A2	13855
SLC52A2;TMEM249	13856
SLC52A2;FBXL6	13857
ADCK5	13858
CPSF1	13859
SLC39A4	13860
VPS28	13861
TONSL	13862
CYHR1	13863
KIFC2	13864
FOXH1	13865
PPP1R16A	13866
GPT	13867
MFSD3	13868
RECQL4	13869
LRRC14	13870
ARHGAP39	13871
ZNF251	13872
ZNF34	13873
RPL8	13874
ZNF517	13875
ZNF7	13876
ZNF7;COMMD5	13877
COMMD5	13878
ZNF250	13879
ZNF16	13880
ZNF252P	13881
ZNF252P;TMED10P1	13882
C8orf33	13883
WASHC1;FAM138C	13884
WASHC1	13885
FOXD4	13886
CBWD1	13887
DOCK8	13888
KANK1	13889
KANK1;RPL12P25	13890
DMRT1	13891
DMRT3	13892
H3P29	13893
LINC01230	13894
DMRT2	13895
RPS27AP14	13896
RNA5SP279	13897
SMARCA2	13898
RN7SL592P	13899
VLDLR	13900
KCNV2	13901
KCNV2;PUM3	13902
PUM3	13903
GPS2P1	13904
ATP5PDP2	13905
CARM1P1	13906
LINC01231	13907
RFX3	13908
GLIS3	13909
SLC1A1	13910
SLC1A1;SPATA6L	13911
SPATA6L	13912
CDC37L1	13913
AK3	13914
ECM1P1	13915
RCL1	13916
RCL1;KLF4P1	13917
HNRNPA1P41	13918
JAK2	13919
JAK2;MTND6P5	13920
JAK2;MTND1P11	13921
JAK2;MTCO1P11	13922
JAK2;MTCO2P11	13923
JAK2;MTATP6P11	13924
JAK2;TCF3P1	13925
JAK2;INSL6	13926
INSL6	13927
INSL4	13928
RLN2	13929
HMGN2P31	13930
RLN1	13931
PLGRKT	13932
CD274	13933
PDCD1LG2	13934
RIC1	13935
RIC1;ERMP1	13936
ERMP1	13937
KIAA2026	13938
KIAA2026;MLANA	13939
RANBP6	13940
GTF3AP1	13941
IL33	13942
SELENOTP1	13943
TPD52L3	13944
UHRF2	13945
GLDC	13946
GLDC;RN7SL25P	13947
RN7SL123P	13948
RPS3AP54	13949
RNF2P1	13950
RPL35AP20	13951
LINC02851	13952
KDM4C	13953
KDM4C;ACTG1P14	13954
RPL4P5	13955
PPIAP33	13956
DMAC1	13957
PTPRD	13958
IMP3P1	13959
AKAP8P1	13960
JKAMPP1	13961
TYRP1	13962
RN7SL849P	13963
LURAP1L	13964
PRDX1P1	13965
MPDZ	13966
LINC01235	13967
LINC00583	13968
PES1P2	13969
RPL3P11	13970
ATP5PDP3	13971
NFIB	13972
NFIB;RPL7AP47	13973
CDCA4P1	13974
ZDHHC21	13975
CER1	13976
FREM1	13977
CLCN3P1	13978
CLCN3P1;LDHAP4	13979
CLCN3P1;PSIP1P1	13980
TTC39B	13981
RPL7P33	13982
SNAPC3	13983
SNAPC3;PSIP1	13984
PSIP1	13985
RN7SL98P	13986
FTH1P12	13987
CCDC171	13988
C9orf92	13989
BNC2	13990
RN7SL720P	13991
RPS29P33	13992
CNTLN	13993
SH3GL2	13994
SH3GL2;PABPC1P11	13995
ADAMTSL1	13996
ADAMTSL1;MIR3152	13997
ADAMTSL1;SAXO1	13998
SAXO1	13999
RRAGA	14000
HAUS6	14001
PLIN2	14002
DENND4C	14003
RPS6	14004
NDUFA5P3	14005
ACER2	14006
MAP1LC3BP1	14007
SLC24A2	14008
MLLT3	14009
FOCAD	14010
FOCAD;SNORA30B	14011
HACD4	14012
IFNNP1	14013
IFNB1	14014
IFNWP4	14015
IFNW1	14016
IFNA21	14017
IFNWP15	14018
IFNA4	14019
IFNWP9	14020
IFNA7	14021
IFNA10	14022
IFNWP18	14023
IFNA16	14024
IFNA17	14025
IFNWP5	14026
IFNA14	14027
IFNA22P	14028
IFNA5	14029
IFNA20P	14030
KLHL9	14031
IFNA6	14032
IFNA13	14033
MIR31HG	14034
MIR31HG;IFNA2	14035
MIR31HG;IFNA12P	14036
MIR31HG;IFNWP2	14037
MIR31HG;IFNE	14038
H3P30	14039
KHSRPP1	14040
RN7SL151P	14041
MTAP	14042
CDKN2A	14043
CDKN2B	14044
UBA52P6	14045
DMRTA1	14046
LINC01239	14047
SUMO2P2	14048
NOP56P2	14049
ELAVL2	14050
IZUMO3	14051
RMRPP5	14052
RN7SKP120	14053
TUSC1	14054
LINC01241	14055
GARIN3P1	14056
CAAP1	14057
PLAA	14058
IFT74	14059
IFT74;LRRC19	14060
TEK	14061
LINC00032	14062
EQTN	14063
MOB3B	14064
MOB3B;IFNK	14065
C9orf72	14066
CTAGE12P	14067
LINGO2	14068
ME2P1	14069
LINC01242	14070
CDRT15P5	14071
RBMXP2	14072
KRT18P66	14073
KRT18P36	14074
RPS26P2	14075
FTLP4	14076
HSPA8P17	14077
SLC25A6P2	14078
LINC01243	14079
MTATP6P30	14080
MTCO3P30	14081
HMGB3P23	14082
RNA5SP281	14083
SLC25A5P8	14084
ACO1	14085
DDX58	14086
TOPORS	14087
TOPORS;SMIM27	14088
SMIM27;NDUFB6	14089
NDUFB6	14090
TAF1L	14091
SNRPCP1	14092
TMEM215	14093
APTX	14094
APTX;BOLA3P4	14095
APTX;ASS1P12	14096
DNAJA1	14097
SMU1	14098
B4GALT1	14099
RNU4ATAC15P	14100
SPINK4	14101
BAG1	14102
CHMP5	14103
NFX1	14104
AQP7	14105
AQP3	14106
NOL6	14107
SUGT1P1	14108
ANKRD18B	14109
ANKRD18B;CYP4F26P	14110
PRSS3P4	14111
ANXA2P2	14112
PTENP1	14113
LINC01251	14114
PRSS3	14115
UBE2R2	14116
UBAP2	14117
RN7SKP114	14118
DCAF12	14119
UBAP1	14120
KIF24	14121
NUDT2	14122
MYORG	14123
C9orf24	14124
FAM219A	14125
DNAI1	14126
ENHO	14127
CNTFR	14128
RPP25L	14129
DCTN3	14130
ARID3C	14131
SIGMAR1	14132
GALT	14133
IL11RA	14134
CCL27	14135
CCL19	14136
CCL21	14137
FAM205A	14138
FAM205BP	14139
FAM205C	14140
GLULP4	14141
YWHAZP6	14142
PHF24	14143
DNAJB5	14144
SYF2P2	14145
C9orf131	14146
RN7SL338P	14147
VCP	14148
FANCG	14149
PIGO	14150
STOML2	14151
FAM214B	14152
UNC13B	14153
ATP8B5P	14154
RUSC2	14155
FAM166B	14156
RPS29P17	14157
TESK1	14158
CD72	14159
SIT1	14160
RMRP	14161
RMRP;RMRP	14162
CCDC107;ARHGEF39	14163
ARHGEF39	14164
ARHGEF39;CA9	14165
CA9	14166
TPM2	14167
TLN1	14168
CREB3	14169
GBA2	14170
RGP1	14171
RGP1;MSMP	14172
NPR2	14173
NPR2;SPAG8	14174
SPAG8	14175
HINT2	14176
HINT2;TMEM8B	14177
TMEM8B	14178
TMEM8B;FAM221B	14179
TMEM8B;OR13E1P	14180
OR13J1	14181
NDUFA5P4	14182
HRCT1	14183
SPAAR	14184
PGAM1P2	14185
OR2S2	14186
OR2S1P	14187
OR2AM1P	14188
RECK	14189
GLIPR2	14190
CCIN	14191
CLTA	14192
CLTA;GNE	14193
HMGB3P24	14194
RNF38	14195
MELK	14196
MIR4475	14197
PAX5	14198
PAX5;MIR4476	14199
RPL32P21	14200
LINC01400	14201
EBLN3P	14202
ZCCHC7	14203
LINC01627	14204
GRHPR	14205
GRHPR;CHCHD4P3	14206
ZBTB5	14207
KCTD9P3	14208
POLR1E	14209
FBXO10	14210
TOMM5	14211
RAB1C	14212
FRMPD1	14213
TRMT10B	14214
TRMT10B;EXOSC3	14215
EXOSC3	14216
EXOSC3;DCAF10	14217
DCAF10	14218
PAICSP1	14219
SLC25A51	14220
SHB	14221
ALDH1B1	14222
IGFBPL1	14223
ARMC8P1	14224
TCEA1P3	14225
GAS2L1P1	14226
VN1R48P	14227
FAM220BP	14228
ANKRD18A	14229
FAM201A	14230
YWHABP1	14231
FAM240B	14232
VN2R3P	14233
CNTNAP3	14234
CNTNAP3;RBM17P1	14235
SPATA31A1	14236
FAM74A1	14237
ZNF658B	14238
FKBP4P2	14239
GLIDR	14240
GLIDR;RBPJP5	14241
CDRT15P14	14242
ANKRD20A2P	14243
FAM95B1	14244
AQP7P5	14245
BMS1P14	14246
MIR1299	14247
FRG1HP	14248
FRG1HP;LINC03025	14249
FRG1HP;CBWD6	14250
MIR4477A	14251
RNA5SP530	14252
CDK2AP2P1	14253
MYO5BP1	14254
CDRT15P6	14255
RPL7AP45	14256
RN7SL565P	14257
FAM242F	14258
CNTNAP3B	14259
CNTNAP3B;RBM17P3	14260
SPATA31A6	14261
FAM74A7	14262
FKBP4P6	14263
SDR42E1P2	14264
ATP5F1AP1	14265
RAB28P3	14266
RBPJP6	14267
FAM88E	14268
FGF7P5	14269
FGF7P4	14270
CNTNAP3P7	14271
CNTNAP3P7;ADGRF5P2	14272
MEP1AP4	14273
ANKRD20A7P	14274
ANKRD20A7P;CYP4F60P	14275
CNN2P4	14276
FRG1KP	14277
CBWD5	14278
FOXD4L4	14279
ANKRD20A3P	14280
CDRT15P12	14281
RBPJP2	14282
RAB28P4	14283
ATP5F1AP10	14284
SDR42E1P4	14285
FKBP4P8	14286
ZNF658	14287
FAM74A3	14288
SPATA31A3	14289
CNTNAP3P2	14290
FAM27E3	14291
RN7SL787P	14292
ANKRD20A1	14293
CBWD3	14294
FOXD4L3	14295
LINC03025	14296
PGM5	14297
PIP5K1B	14298
PRKACG	14299
FXN	14300
TJP2	14301
FAM189A2	14302
APBA1	14303
PTAR1	14304
CFAP95	14305
CFAP95;RN7SL570P	14306
MAMDC2	14307
KLF9	14308
TRPM3	14309
RPL35AP21	14310
CEMIP2	14311
ABHD17B	14312
C9orf85	14313
HSPB1P1	14314
C9orf57	14315
BTF3P4	14316
GDA	14317
RNA5SP285	14318
LINC01504	14319
LINC01504;ZFAND5	14320
ZFAND5	14321
TMC1	14322
TMC1;RPS27AP15	14323
LINC01474	14324
ALDH1A1	14325
ALDH1A1;CYP1D1P	14326
ANXA1	14327
DPP3P2	14328
RNA5SP286	14329
RORB	14330
TRPM6	14331
C9orf40	14332
CARNMT1	14333
NMRK1	14334
OSTF1	14335
OTX2P1	14336
PCSK5	14337
RFK	14338
RPSAP9	14339
GCNT1	14340
GCNT1;H3P32	14341
GCNT1;PRUNE2	14342
PRUNE2	14343
PRUNE2;PCA3	14344
DNAJB5P1	14345
LYPLA2P3	14346
FOXB2	14347
ATP5MFP3	14348
RFC5P1	14349
VPS13A	14350
GNA14	14351
GNA14;NUTF2P3	14352
GNAQ	14353
RN7SKP59	14354
ASS1P3	14355
CEP78	14356
PSAT1	14357
MTND2P8	14358
KRT18P24	14359
CHCHD2P9	14360
LNCARSR	14361
TLE4	14362
NPAP1P6	14363
LINC01507	14364
NPAP1P4	14365
MTCO1P51	14366
MTND2P9	14367
RPS19P6	14368
RPS20P25	14369
TLE1	14370
RNA5SP287	14371
SPATA31D5P	14372
SPATA31D4	14373
SPATA31D3	14374
SPATA31D2P	14375
SPATA31D1	14376
SPATA31B1P	14377
DDX10P2	14378
MTCO3P40	14379
RPS6P12	14380
RASEF	14381
RN7SKP242	14382
FRMD3	14383
IDNK	14384
UBQLN1	14385
GKAP1	14386
KIF27	14387
C9orf64	14388
HNRNPK	14389
RMI1	14390
SLC28A3	14391
NTRK2	14392
UBE2V1P10	14393
STK33P1	14394
AGTPBP1	14395
PHB1P7	14396
NAA35	14397
GOLM1	14398
C9orf153	14399
ISCA1	14400
TUT7	14401
LINC02834	14402
GAS1	14403
GAS1RR	14404
LINC02893	14405
NFYCP2	14406
LINC02872	14407
DAPK1	14408
CTSL	14409
CTSL3P	14410
FBP2P1	14411
CTSLP8	14412
SPATA31E1	14413
SPATA31C1	14414
CDK20	14415
RPS10P3	14416
LINC03026	14417
SPATA31C2	14418
RPSAP49	14419
SPIN1	14420
NXNL2	14421
LINC02843	14422
MIR4289	14423
PCNPP2	14424
S1PR3	14425
SHC3	14426
CKS2	14427
SECISBP2	14428
SEMA4D	14429
GADD45G	14430
MIR4290HG	14431
IL6RP1	14432
OR7E31P	14433
OR7E116P	14434
LINC01508	14435
