ClassName	CodeNumb
SFTPB	3737
GNLY	3738
ATOH8	3739
RN7SKP83	3740
ST3GAL5	3741
POLR1A	3742
PTCD3	3743
IMMT	3744
IMMT;MIR4779	3745
MRPL35	3746
REEP1	3747
KDM3A	3748
CHMP3	3749
RNF103	3750
RMND5A	3751
CD8A	3752
CD8B	3753
ANAPC1P1	3754
ANAPC1P1;RGPD1	3755
RGPD1	3756
RGPD1;WBP1P1	3757
RGPD1;NDUFB4P5	3758
RGPD1;PLGLB1	3759
PLGLB1	3760
ANAPC1P2	3761
ANAPC1P2;ANAPC1P2	3762
ANAPC1P3	3763
CENPNP1	3764
LINC01955	3765
DBF4P3	3766
LINC01943	3767
LINC01943;CYTOR	3768
CYTOR	3769
RPS14P5	3770
ANAPC1P4	3771
PLGLB2	3772
RGPD2	3773
NDUFB4P7	3774
WBP1P2	3775
ANAPC1P5	3776
KRCC1	3777
SMYD1	3778
FABP1	3779
THNSL2	3780
MRPL45P1	3781
RPL38P6	3782
FOXI3	3783
TEX37	3784
EIF2AK3	3785
RPIA	3786
ANKRD36BP2	3787
MALLP2	3788
IGKC	3789
IGKJ2	3790
IGKJ1	3791
PGBD4P5	3792
5S_rRNA;5S_rRNA	3793
KMT2CP4	3794
LSP1P4	3795
RNA5SP100	3796
KMT2CP5	3797
NKAIN1P2	3798
IGSF3P2	3799
IGSF3P2;KMT5AP2	3800
GGT8P	3801
ABCD1P5	3802
PABPC1P6	3803
SLC9B1P2	3804
ACTR3BP2	3805
CHEK2P3	3806
KCNIP3	3807
FAHD2A	3808
UBTFL5	3809
TRIM43B	3810
TRIM64FP	3811
OR7E102P	3812
TRIM51JP	3813
TRIM43	3814
UBTFL3	3815
GPAT2P1	3816
LINC00342	3817
ANKRD36C	3818
RN7SL210P	3819
FAHD2CP	3820
FAHD2CP;GPAT2	3821
GPAT2	3822
ADRA2B	3823
ASTL	3824
DUSP2	3825
STARD7	3826
TMEM127	3827
CIAO1	3828
SNRNP200	3829
ITPRIPL1	3830
NCAPH	3831
NEURL3	3832
ARID5A	3833
KANSL3	3834
FER1L5	3835
LMAN2L	3836
CNNM4	3837
CNNM3	3838
CNNM3;ANKRD23	3839
ANKRD23;ANKRD39	3840
SEMA4C	3841
FAM178B	3842
TRIM43CP	3843
GPAT2P2	3844
FAHD2B	3845
RN7SL313P	3846
ANKRD36	3847
LINC02969	3848
ANKRD36B	3849
UBTFL6	3850
COX5B	3851
ACTR1B	3852
C2orf92	3853
ZAP70	3854
TMEM131	3855
VWA3B	3856
CNGA3	3857
INPP4A	3858
COA5	3859
UNC50	3860
MGAT4A	3861
MGAT4A;YWHAQP5	3862
LINC02611	3863
CRACDL	3864
TSGA10	3865
TSGA10;C2orf15	3866
LIPT1	3867
MITD1	3868
MRPL30	3869
LYG2	3870
LYG1	3871
TXNDC9	3872
TXNDC9;EIF5B	3873
EIF5B	3874
REV1	3875
AFF3	3876
LINC01104	3877
LONRF2	3878
CYCSP7	3879
CHST10	3880
RALBP1P2	3881
NMS	3882
ARPP19P2	3883
PDCL3	3884
HMGN2P22	3885
LINC01849	3886
NANOGNBP1	3887
LINC01868	3888
NPAS2	3889
RPL31	3890
RPL31;TBC1D8	3891
TBC1D8	3892
TBC1D8;BBIP1P1	3893
CNOT11	3894
RNF149	3895
MIR5696	3896
CREG2	3897
RFX8	3898
LINC01870	3899
RPS6P3	3900
PRCPP1	3901
MAP4K4	3902
LINC01127	3903
IL1R2	3904
IL1R1	3905
IL1RL2	3906
FAM183DP	3907
IL1RL1	3908
IL1RL1;IL18R1	3909
IL18R1	3910
SDR42E1P5	3911
IL18RAP	3912
SLC9A4	3913
SLC9A2	3914
MFSD9	3915
TMEM182	3916
TMEM182;LINC01796	3917
TMEM182;LINC01935	3918
CRLF3P1	3919
CAPZBP1	3920
LINC01965	3921
AHCYP3	3922
LINC01831	3923
LINC01102	3924
LINC01102;LINC01103	3925
RPL23AP27	3926
SNORA72;SNORA72	3927
LINC01114	3928
PANTR1	3929
POU3F3	3930
LINC01159	3931
MRPS9	3932
LINC01918	3933
GPR45	3934
TGFBRAP1	3935
C2orf49	3936
FHL2	3937
LINC02946	3938
NCK2	3939
ECRG4	3940
UXS1	3941
RPL22P10	3942
SRSF3P4	3943
RPS21P2	3944
RPL27AP4	3945
ILRUNP1	3946
ANAPC1P6	3947
PLGLA	3948
RGPD3	3949
CD8B2	3950
EEF1A1P12	3951
ST6GAL2	3952
PPP1R2P5	3953
LINC01789	3954
LINC01885	3955
LINC01885;LINC01886	3956
GACAT1	3957
RGPD4	3958
RPL22P8	3959
SRSF3P5	3960
SLC5A7	3961
LINC01593	3962
ACTP1	3963
LINC01594	3964
SETD6P1	3965
SULT1C3	3966
WASF1P1	3967
SULT1C2	3968
SULT1C2P2	3969
SULT1C2P1	3970
GMCL1P2	3971
SULT1C4	3972
SMIM12P1	3973
GCC2	3974
LIMS1	3975
RPL10P5	3976
RANBP2	3977
CCDC138	3978
EDAR	3979
SH3RF3	3980
SEPTIN10	3981
SOWAHC	3982
BMS1P19	3983
SRSF3P6	3984
RPL22P11	3985
RGPD5	3986
LIMS3	3987
GPAA1P1	3988
ZBTB45P1;LINC01123	3989
LINC01123	3990
MIR4267	3991
MALL	3992
MTLN	3993
MALLP1	3994
LINC01106	3995
GPAA1P2	3996
LIMS4	3997
RGPD6	3998
RPL22P12	3999
BUB1	4000
ACOXL	4001
BCL2L11	4002
RPS14P4	4003
PAFAH1B1P2	4004
SOCAR	4005
ANAPC1	4006
ANAPC1;CENPNP2	4007
EEF1E1P1	4008
MERTK	4009
MERTK;RTRAFP1	4010
TMEM87B	4011
FBLN7	4012
ZC3H8	4013
ZC3H6	4014
RGPD8	4015
VINAC1P	4016
TTL	4017
POLR1B	4018
CHCHD5	4019
SLC20A1	4020
NT5DC4	4021
NT5DC4;CKAP2L	4022
CKAP2L	4023
IL1A	4024
IL1B	4025
XIAPP3	4026
IL37	4027
CDK8P2	4028
IL36G	4029
POLR2DP1	4030
IL36A	4031
IL36B	4032
IL36RN	4033
IL1F10	4034
IL1RN	4035
PSD4	4036
PAX8	4037
LINC02966	4038
CBWD2	4039
FOXD4L1	4040
LINC01961	4041
PGM5P4	4042
WASH2P	4043
DDX11L2	4044
RPL23AP7	4045
RABL2A	4046
SNRPA1P1	4047
ACRP1	4048
LINC02936	4049
SLC35F5	4050
ACTR3	4051
LINC01191	4052
SEPHS1P7	4053
DPP10	4054
MTCYBP39	4055
MTND1P28	4056
MTCO1P43	4057
DDX18	4058
HTR5BP	4059
HTR5BP;CCDC93	4060
CCDC93	4061
RN7SL111P	4062
INSIG2	4063
THORLNC	4064
LINC01956	4065
EN1	4066
MARCO	4067
C1QL2	4068
RN7SL468P	4069
STEAP3	4070
C2orf76	4071
DBI	4072
TMEM37	4073
SCTR	4074
CFAP221	4075
TMEM177	4076
RPL17P15	4077
PTPN4	4078
RPL27P7	4079
EPB41L5	4080
MTATP6P26	4081
MTCO3P43	4082
MTND4LP14	4083
MTND4P26	4084
MTND5P28	4085
TMEM185B	4086
RALB	4087
INHBB	4088
LINC01101	4089
GLI2	4090
TFCP2L1	4091
RPS17P7	4092
CLASP1	4093
RPL12P15	4094
NPM1P32	4095
NIFK	4096
TSN	4097
LINC01823	4098
LINC01826	4099
ELOAP1	4100
PSMD14P1	4101
RN7SKP102	4102
CNTNAP5	4103
RNA5SP102	4104
LINC01889	4105
LINC01941	4106
SLC6A14P3	4107
YWHAZP2	4108
GYPC	4109
TEX51	4110
BIN1	4111
NIFKP9	4112
CYP27C1	4113
WBP11P2	4114
ERCC3	4115
MAP3K2	4116
PROC	4117
IWS1	4118
MYO7B	4119
LIMS2	4120
LIMS2;GPR17	4121
WDR33	4122
WDR33;SFT2D3	4123
ZFP91P1	4124
POLR2D	4125
POLR2D;RPS26P19	4126
AMMECR1L	4127
SAP130	4128
UGGT1	4129
RPL14P6	4130
RPL21P34	4131
HS6ST1	4132
RNA5SP103	4133
ISCA1P6	4134
LINC01854	4135
PPIAP65	4136
LINC02572	4137
PLAC9P1	4138
PLAC9P1;LINC01856	4139
LINC01856	4140
RAB6C	4141
ARHGAP42P2	4142
FAR2P1	4143
FAR2P1;KLF2P1	4144
CYP4F27P	4145
POTEF	4146
MED15P9	4147
MED15P9;CCDC74B	4148
CCDC74B	4149
SMPD4	4150
MZT2B	4151
TUBA3E	4152
RHOQP3	4153
NOC2LP1	4154
MED15P5	4155
MTND1P29	4156
MTND5P29	4157
MTCYBP8	4158
RPL19P4	4159
TEKT4P3	4160
CCDC115	4161
IMP4	4162
PTPN18	4163
FAR2P2	4164
FAR2P2;CYP4F62P	4165
CYP4F62P	4166
POTEI	4167
CFC1B	4168
PRSS40B	4169
PRSS40A	4170
CFC1	4171
POTEJ	4172
CYP4F30P	4173
FAR2P3	4174
FAR2P3;KLF2P3	4175
GPR148	4176
AMER3	4177
CYCSP8	4178
ARHGEF4	4179
FAM168B	4180
PLEKHB2	4181
PLEKHB2;NEK2P4	4182
PLEKHB2;NF1P8	4183
PLEKHB2;POTEE	4184
PLEKHB2;FAR2P4	4185
PLEKHB2;FAR2P4;KLF2P4	4186
PLEKHB2;SSBP3P2	4187
RAB6D	4188
MTCYBP10	4189
MTND4P21	4190
MTND3P18	4191
MTND1P26	4192
LINC01120	4193
GNAQP1	4194
NOC2LP2	4195
RHOQP2	4196
MZT2A	4197
SMPD4BP	4198
CCDC74A	4199
MED15P4	4200
POTEKP	4201
LINC01087	4202
LINC01087;GRAMD4P8	4203
LINC01087;C2orf27A	4204
C2orf27A	4205
C2orf27A;NBEAP2	4206
C2orf27A;NBEAP2;TOMM40P4	4207
C2orf27A;CDRT15P4	4208
CDRT15P3	4209
LINC01945	4210
ANKRD30BL	4211
CDC27P1	4212
ZNF285CP	4213
FAM201B	4214
GPR39	4215
GPR39;LYPD1	4216
LYPD1	4217
NCKAP5	4218
NCKAP5;RN7SKP154	4219
RN7SKP93	4220
MGAT5	4221
MGAT5;RNA5SP104	4222
TMEM163	4223
VDAC2P4	4224
ACMSD	4225
CCNT2	4226
MAP3K19	4227
RAB3GAP1	4228
RAB3GAP1;ZRANB3	4229
ZRANB3	4230
R3HDM1	4231
UBXN4	4232
LCT	4233
MCM6	4234
MANEALP1	4235
DARS1	4236
CXCR4	4237
HNRNPKP2	4238
UBBP1	4239
RN7SKP141	4240
SMC4P1	4241
THSD7B	4242
HNMT	4243
LINC01832	4244
RPL15P5	4245
YWHAEP5	4246
IDI1P1	4247
RNF14P1	4248
SPOPL	4249
LINC02631	4250
NXPH2	4251
RN7SKP286	4252
YY1P2	4253
AHCYP4	4254
MRPS18BP2	4255
RPL9P13	4256
RN7SL283P	4257
LINC01853	4258
MTCO1P44	4259
MTND2P19	4260
MTND1P27	4261
LRP1B	4262
LRP1B;COPRSP1	4263
LRP1B;LRRC57P1	4264
UBE2V1P14	4265
RRN3P4	4266
KYNU	4267
ARHGAP15	4268
ARHGAP15;MTCYBP11	4269
ARHGAP15;MTND5P24	4270
GTDC1	4271
ZEB2	4272
LINC01412	4273
LINC01412;LINC02993	4274
TEX41	4275
TEX41;LINC01966	4276
RPL6P5	4277
METAP2P1	4278
RPL17P12	4279
OTX2P2	4280
PABPC1P2	4281
LINC01911	4282
RNA5SP106	4283
ACVR2A	4284
ORC4	4285
MBD5	4286
RPS29P8	4287
EPC2	4288
UBBP3	4289
RPS20P13	4290
USP8P2	4291
KIF5C	4292
LYPD6B	4293
LYPD6B;TXNP5	4294
FAM8A3P	4295
LYPD6	4296
MMADHC	4297
LINC01931	4298
LINC01818	4299
LINC01818;LINC01817	4300
RND3	4301
LINC01920	4302
LINC02612	4303
FABP5P10	4304
RBM43	4305
NMI	4306
TNFAIP6	4307
RIF1	4308
RIF1;NEB	4309
NEB	4310
ARL5A	4311
CACNB4	4312
STAM2	4313
FMNL2	4314
PRPF40A	4315
ARL6IP6	4316
UBQLN4P2	4317
ATP5PBP4	4318
LINC01850	4319
RPL23AP29	4320
TUBAP13	4321
RPRM	4322
DNAJA1P2	4323
GALNT13	4324
GALNT13;PHB1P4	4325
RNA5SP107	4326
KCNJ3	4327
CBX3P6	4328
MTCO1P45	4329
ATP5F1AP2	4330
MTND4P28	4331
MTND5P30	4332
MTCYBP9	4333
LINC01876	4334
LINC01876;HEBP2P1	4335
NR4A2	4336
GPD2	4337
LINC01958	4338
RPLP0P7	4339
CDK7P1	4340
GALNT5	4341
ERMN	4342
FAM133DP	4343
CYTIP	4344
ACVR1C	4345
ACVR1	4346
UPP2	4347
UPP2;MTA3P1	4348
CCDC148	4349
CCDC148;HNRNPDLP2	4350
PKP4	4351
PKP4;RPL7AP22	4352
DAPL1	4353
DAPL1;OR7E89P	4354
OR7E28P	4355
OR7E90P	4356
TANC1	4357
TANC1;GSTM3P2	4358
WDSUB1	4359
BAZ2B	4360
BAZ2B;CAPZA1P2	4361
RPS3AP13	4362
MARCHF7	4363
CD302	4364
LY75	4365
PLA2R1	4366
ITGB6	4367
LINC02478	4368
RBMS1	4369
RN7SL423P	4370
TANK	4371
LINC01806	4372
PSMD14	4373
PSMD14;MXRA7P1	4374
TBR1	4375
TBR1;SLC4A10	4376
SLC4A10	4377
DPP4	4378
TIMM8AP1	4379
EIF3EP2	4380
GCG	4381
FAP	4382
IFIH1	4383
GCA	4384
KCNH7	4385
KCNH7;RNA5SP109	4386
RPL7P61	4387
FIGN	4388
PRPS1P1	4389
CYP2C56P	4390
GRB14	4391
COBLL1	4392
RNA5SP110	4393
SLC38A11	4394
SCN3A	4395
SCN3A;SCN2A	4396
SCN2A	4397
SCN2A;MAPRE1P3	4398
CSRNP3	4399
GALNT3	4400
TTC21B	4401
SCN1A	4402
RN7SKP152	4403
SCN9A	4404
SCN7A	4405
XIRP2	4406
B3GALT1	4407
B3GALT1;CTAGE14P	4408
STK39	4409
RN7SL813P	4410
CERS6	4411
NOSTRIN	4412
NOSTRIN;SPC25	4413
SPC25	4414
SPC25;G6PC2	4415
ABCB11	4416
DHRS9	4417
UBE2V1P6	4418
LRP2	4419
BBS5	4420
KLHL41	4421
FASTKD1	4422
PPIG	4423
CFAP210	4424
PHOSPHO2;KLHL23	4425
KLHL23	4426
KLHL23;PTCHD3P2	4427
CYB5AP2	4428
SSB	4429
SSB;METTL5	4430
METTL5	4431
UBR3	4432
MYO3B	4433
MYO3B;HMGB1P4	4434
LINC01124	4435
SP5	4436
EIF2S2P4	4437
ERICH2	4438
GAD1	4439
GORASP2	4440
TLK1	4441
METTL8	4442
DCAF17	4443
DAP3P2	4444
RPS15P4	4445
CYBRD1	4446
RPL21P38	4447
DYNC1I2	4448
SLC25A12	4449
SLC25A12;HAT1	4450
METAP1D	4451
DLX1	4452
DLX2	4453
ITGA6	4454
PDK1	4455
RAPGEF4	4456
MAP3K20	4457
RPS2P18	4458
CDCA7	4459
JPT1P1	4460
CBY1P1	4461
PPIAP66	4462
RPL5P7	4463
SP3	4464
LINC01960	4465
RPSAP24	4466
OLA1	4467
LRRC2P1	4468
HNRNPA1P39	4469
LINC01305	4470
SP9	4471
CIR1	4472
SCRN3	4473
GPR155	4474
RPA3P1	4475
WIPF1	4476
H3P6	4477
CHRNA1	4478
CHN1	4479
RPL21P31	4480
ATF2	4481
ATP5MC3	4482
RPS15AP14	4483
EXTL2P1	4484
LNPK	4485
EVX2	4486
HOXD13	4487
HOXD11	4488
HOXD10	4489
HOXD8	4490
HOXD3	4491
HOXD3;HOXD4	4492
HOXD3;HAGLR	4493
HAGLR	4494
HAGLR;HAGLROS	4495
HOXD1	4496
RPSAP25	4497
MTX2	4498
PPIAP67	4499
LINC01117	4500
LINC01117;LINC01116	4501
RNA5SP112	4502
STUB1P1	4503
KRT8P40	4504
HNRNPA3	4505
HNRNPA3;NFE2L2	4506
NFE2L2	4507
AGPS	4508
AGPS;TTC30B	4509
TTC30A	4510
PDE11A	4511
PDE11A;CYCTP	4512
RBM45	4513
OSBPL6	4514
CHROMR	4515
CHROMR;PRKRA	4516
PRKRA	4517
PJVK	4518
FKBP7	4519
PLEKHA3	4520
TTN	4521
TTN;CCDC141	4522
CCDC141	4523
SESTD1	4524
RAD52P1	4525
ZNF385B	4526
CWC22	4527
SCHLAP1	4528
SCHLAP1;FTH1P20	4529
RPL27AP3	4530
UBE2E3	4531
LINC01934	4532
LINC01934;MIR4437	4533
ITGA4	4534
ITGA4;CERKL	4535
CERKL	4536
CERKL;NEUROD1	4537
NEUROD1	4538
SAP18P2	4539
RNU6ATAC19P	4540
ITPRID2	4541
PPP1R1C	4542
PPP1R1C;KRT18P29	4543
PDE1A	4544
PDE1A;RN7SL267P	4545
DNAJC10	4546
FRZB	4547
NCKAP1	4548
KRT8P10	4549
DUSP19	4550
NUP35	4551
LIN28AP1	4552
CACYBPP2	4553
MIR548AE1	4554
ZNF804A	4555
ELF2P4	4556
FSIP2	4557
RPL21P32	4558
LINC01473	4559
ZC3H15	4560
ITGAV	4561
FAM171B	4562
ZSWIM2	4563
IMPDH1P7	4564
RN7SKP42	4565
CALCRL	4566
TFPI	4567
LINC01090	4568
LINC01090;GULP1	4569
GULP1	4570
DIRC1	4571
COL3A1	4572
COL5A2	4573
KRT18P19	4574
WDR75	4575
KDM3AP1	4576
SLC40A1	4577
ASNSD1	4578
ASNSD1;ASDURF	4579
ANKAR	4580
ANKAR;OSGEPL1	4581
OSGEPL1	4582
ORMDL1	4583
PMS1	4584
C2orf88	4585
C2orf88;TERF1P6	4586
C2orf88;HNRNPCP2	4587
C2orf88;RNF11P1	4588
C2orf88;MSTN	4589
C2orf88;HIBCH	4590
HIBCH	4591
INPP1	4592
MFSD6	4593
MFSD6;NEMP2	4594
NEMP2	4595
RN7SKP179	4596
NAB1	4597
GLS	4598
GLS;STAT1	4599
STAT1	4600
STAT4	4601
HMGB1P27	4602
MYO1B	4603
NABP1	4604
CAVIN2	4605
DNAJB1P1	4606
TMEFF2	4607
PCGEM1	4608
SLC44A3P1	4609
DNAJC17P1	4610
SEC61GP1	4611
GLULP6	4612
HNRNPA1P47	4613
LINC01821	4614
LINC01790	4615
LINC01825	4616
LINC01827	4617
SLC39A10	4618
DNAH7	4619
DNAH7;E2F3P2	4620
STK17B	4621
HECW2	4622
CCDC150	4623
GTF3C3	4624
C2orf66	4625
PGAP1	4626
ANKRD44	4627
ANKRD44;RPL4P7	4628
NPM1P46	4629
SF3B1	4630
COQ10B	4631
HSPD1	4632
MOB4	4633
RFTN2	4634
MARS2	4635
BOLL	4636
PLCL1	4637
PLCL1;LINC01923	4638
SATB2	4639
LINC01877	4640
FTCDNL1	4641
RN7SL717P	4642
C2orf69	4643
C2orf69;TYW5	4644
MAIP1	4645
SPATS2L	4646
SPATS2L;RNY4P34	4647
KCTD18	4648
KCTD18;SGO2	4649
SGO2	4650
AOX1	4651
AOX3P	4652
AOX3P;LINC01792	4653
LINC01792	4654
AOX2P	4655
BZW1	4656
BICD1P1	4657
RNA5SP115	4658
CLK1	4659
PPIL3	4660
NIF3L1	4661
ORC2	4662
FAM126B	4663
NDUFB3	4664
RPL17P10	4665
CFLAR	4666
CFLAR;IMPDH1P10	4667
CFLAR;RPL38P5	4668
CASP10	4669
CASP10;MTND5P25	4670
CASP10;MTND4P23	4671
CASP8	4672
CASP8;FLACC1	4673
TRAK2	4674
TRAK2;STRADB	4675
TRAK2;STRADB;SCYL2P1	4676
STRADB	4677
C2CD6	4678
TMEM237	4679
MPP4	4680
ALS2	4681
CDK15	4682
FZD7	4683
KIAA2012	4684
SUMO1	4685
NOP58	4686
RN7SL753P	4687
PIMREGP1	4688
RN7SL40P	4689
BMPR2	4690
MTCO1P17	4691
MTCO3P17	4692
MTND4LP17	4693
MTCO1P54	4694
FAM117B	4695
ICA1L	4696
ICA1L;KRT8P15	4697
WDR12	4698
WDR12;CARF	4699
NBEAL1	4700
NBEAL1;RPL7P14	4701
NBEAL1;RPL23AP36	4702
CYP20A1	4703
MRPL50P2	4704
ABI2	4705
ABI2;RAPH1	4706
RAPH1	4707
CD28	4708
KRT18P39	4709
NPM1P33	4710
CTLA4	4711
ICOS	4712
DSTNP5	4713
PARD3B	4714
NRP2	4715
RN7SKP178	4716
PPIAP68	4717
INO80D	4718
NDUFS1	4719
EEF1B2	4720
CMKLR2	4721
RN7SKP200	4722
ATP5POP1	4723
HMGN1P6	4724
RN7SKP260	4725
ZDBF2	4726
ACER2P1	4727
HNRNPA1P51	4728
ADAM23	4729
FAM237A	4730
DYTN	4731
MDH1B	4732
FASTKD2	4733
CPO	4734
KLF7	4735
KLF7;MYOSLID	4736
MYOSLID	4737
LINC01802	4738
CREB1	4739
CREB1;METTL21A	4740
METTL21A	4741
RPS29P9	4742
LINC01857	4743
PPP1R14BP2	4744
CCNYL1	4745
FZD5	4746
PLEKHM3	4747
RPL9P14	4748
RNA5SP116	4749
RPL12P17	4750
CRYGEP	4751
CRYGD	4752
CRYGC	4753
CRYGB	4754
CRYGA	4755
C2orf80	4756
RPSAP27	4757
TPT1P2	4758
IDH1	4759
PIKFYVE	4760
PTH2R	4761
PTH2R;H3P9	4762
RNA5SP117	4763
HSPA8P6	4764
CRYGFP	4765
MEAF6P1	4766
MEAF6P1;PKP4P1	4767
MAP2	4768
UNC80	4769
UNC80;SNAI1P1	4770
RPE	4771
RPE;KANSL1L	4772
KANSL1L	4773
ACADL	4774
MYL1	4775
LANCL1	4776
CPS1	4777
RPS27P10	4778
ERBB4	4779
ERBB4;MTND2P23	4780
ERBB4;MIR548F2	4781
LINC01878	4782
PCED1CP	4783
IKZF2	4784
LINC01953	4785
SPAG16	4786
SPAG16;RPL5P8	4787
VWC2L	4788
ENSAP3	4789
BARD1	4790
SNHG31	4791
SNHG31;ABCA12	4792
ABCA12	4793
LINC02862	4794
ATIC	4795
FN1	4796
LINC00607	4797
LINC00607;LINC01614	4798
MREG	4799
MREG;PECR	4800
PECR	4801
TMEM169	4802
XRCC5	4803
LINC01963	4804
MARCHF4	4805
SMARCAL1	4806
RPL37A	4807
LINC01280	4808
PSMB3P2	4809
IGFBP2	4810
IGFBP5	4811
RPL31P14	4812
RNA5SP120	4813
FABP5P14	4814
TNP1	4815
LINC01921	4816
RN7SKP43	4817
DIRC3	4818
RPL7L1P9	4819
TNS1	4820
RUFY4	4821
RUFY4;CXCR2P1	4822
CXCR2	4823
CXCR1	4824
HMGB1P9	4825
ARPC2	4826
GPBAR1	4827
AAMP	4828
AAMP;PNKD	4829
PNKD	4830
PNKD;TMBIM1	4831
RPL19P5	4832
CATIP	4833
SLC11A1	4834
CTDSP1	4835
VIL1	4836
VIL1;USP37	4837
USP37	4838
CNOT9	4839
PLCD4	4840
PLCD4;ZNF142	4841
ZNF142	4842
BCS1L	4843
RNF25	4844
STK36	4845
TTLL4	4846
CYP27A1	4847
PRKAG3	4848
RPL23AP31	4849
WNT6	4850
WNT10A	4851
LINC01494	4852
KRT8P30	4853
CDK5R2	4854
LINC00608	4855
LINC00608;FEV	4856
CRYBA2	4857
MIR375	4858
CFAP65	4859
IHH	4860
IHH;MIR3131	4861
NHEJ1	4862
SLC23A3	4863
CNPPD1	4864
CNPPD1;RETREG2	4865
RETREG2	4866
ZFAND2B	4867
ABCB6	4868
ATG9A	4869
ANKZF1	4870
GLB1L	4871
TUBA4A	4872
TUBA4A;TUBA4B	4873
DNAJB2	4874
PTPRN	4875
RESP18	4876
DNPEP	4877
DES	4878
SPEG	4879
SPEGNB	4880
GMPPA	4881
ASIC4	4882
CHPF	4883
TMEM198	4884
OBSL1	4885
OBSL1;INHA	4886
INHA	4887
RN7SKP213	4888
STK11IP	4889
SLC4A3	4890
DNAJB6P3	4891
LINC02832	4892
LINC01803	4893
MIR4268	4894
EPHA4	4895
RPL23P5	4896
LLPHP3	4897
HSPA9P1	4898
RPL23AP28	4899
PAX3	4900
CCDC140	4901
CT75	4902
SGPP2	4903
FARSB	4904
MOGAT1	4905
RPL31P17	4906
ACSL3	4907
KCNE4	4908
RN7SL807P	4909
HIGD1AP4	4910
SCG2	4911
AP1S3	4912
WDFY1	4913
MRPL44	4914
SERPINE2	4915
USP21P1	4916
FAM124B	4917
CUL3	4918
CCDC195	4919
DOCK10	4920
NYAP2	4921
MIR5702	4922
IRS1	4923
RHBDD1	4924
COL4A4	4925
COL4A3	4926
MFF	4927
TM4SF20	4928
SCYGR1	4929
MIR5703	4930
AGFG1	4931
SCYGR9	4932
SCYGR2	4933
SCYGR10	4934
C2orf83	4935
C2orf83;SCYGR3	4936
SCYGR5	4937
SLC19A3	4938
SCYGR6	4939
SCYGR7	4940
SCYGR8	4941
RNA5SP121	4942
SNRPGP8	4943
CCL20	4944
TDGF1P2	4945
DAW1	4946
SPHKAP	4947
SNF8P1	4948
LINC01807	4949
PID1	4950
PID1;RPL17P14	4951
DNER	4952
TRIP12	4953
FBXO36	4954
SLC16A14	4955
SP110	4956
SP110;SP140	4957
SP140	4958
SP140L	4959
SP100	4960
TPM3P8	4961
LINC01907	4962
CAB39	4963
ITM2C	4964
GCSIR	4965
GPR55	4966
GPR55;COX20P2	4967
SPATA3	4968
C2orf72	4969
PSMD1	4970
PSMD1;HTR2B	4971
ARMC9	4972
B3GNT7	4973
ZBTB8OSP2	4974
HIGD2AP1	4975
NCL	4976
NCL;SNORA75;SNORA75;SNORA75;SNORA75;SNORA75	4977
NCL;SNORD82	4978
LINC00471	4979
NMUR1	4980
RPL21P35	4981
RPL23AP26	4982
TEX44	4983
RN7SL499P	4984
PTMA	4985
PDE6D	4986
COPS7B	4987
MIR1471	4988
NPPC	4989
DIS3L2	4990
DIS3L2;NRBF2P6	4991
ECEL1P3	4992
ALPP	4993
ECEL1P2	4994
ALPG	4995
ECEL1P1	4996
DIS3L2P1	4997
ALPI	4998
ECEL1	4999
PRSS56	5000
CHRND	5001
CHRNG	5002
CHRNG;TIGD1	5003
TIGD1	5004
EIF4E2	5005
EFHD1	5006
GIGYF2	5007
GIGYF2;KCNJ13	5008
GIGYF2;SNORC	5009
SNORC	5010
NGEF	5011
NEU2	5012
INPP5D	5013
ATG16L1	5014
ATG16L1;SCARNA6;SCARNA6	5015
SAG	5016
DGKD	5017
USP40	5018
USP40;PPFIA1P1	5019
UGT1A12P	5020
UGT1A11P	5021
UGT1A8	5022
UGT1A8;UGT1A10	5023
UGT1A8;UGT1A10;UGT1A13P	5024
UGT1A8;UGT1A10;UGT1A9	5025
UGT1A8;UGT1A10;UGT1A9;UGT1A7	5026
UGT1A8;UGT1A10;UGT1A9;UGT1A7;UGT1A6	5027
UGT1A8;UGT1A10;UGT1A9;UGT1A7;UGT1A6;UGT1A5	5028
UGT1A8;UGT1A10;UGT1A9;UGT1A7;UGT1A6;UGT1A5;UGT1A4	5029
UGT1A8;UGT1A10;UGT1A9;UGT1A7;UGT1A6;UGT1A5;UGT1A4;UGT1A3	5030
UGT1A8;UGT1A10;UGT1A9;UGT1A7;UGT1A6;UGT1A5;UGT1A4;UGT1A3;DNAJB3	5031
UGT1A8;UGT1A10;UGT1A9;UGT1A7;UGT1A6;UGT1A5;UGT1A4;UGT1A3;UGT1A2P	5032
UGT1A8;UGT1A10;UGT1A9;UGT1A7;UGT1A6;UGT1A5;UGT1A4;UGT1A3;UGT1A1	5033
MROH2A	5034
HJURP	5035
MSL3P1	5036
TRPM8	5037
SPP2	5038
RPS20P12	5039
LINC01891	5040
HSPE1P9	5041
ARL4C	5042
LINC01173	5043
SH3BP4	5044
CEP19P1	5045
AGAP1	5046
GBX2	5047
ASB18	5048
IQCA1	5049
ACKR3	5050
COPS8	5051
COL6A3	5052
MLPH	5053
PRLH	5054
RAB17	5055
LRRFIP1	5056
LRRFIP1;RBM44	5057
RBM44	5058
RAMP1	5059
UBE2F	5060
SCLY	5061
ESPNL	5062
KLHL30	5063
ERFE	5064
